mapping_id,database_version,source_schema,source_table,itemid,source_label,clinical_variable,analysis_role,decision,rationale,reviewer,reviewed_on,evidence_reference,notes
EN_TF_227973,MIMIC-IV 3.1,mimiciv_icu,inputevents,227973,NovaSource Renal (1/2),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=NovaSource Renal; n_rows=130
EN_TF_227974,MIMIC-IV 3.1,mimiciv_icu,inputevents,227974,NovaSource Renal (3/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=NovaSource Renal; n_rows=59
EN_TF_227975,MIMIC-IV 3.1,mimiciv_icu,inputevents,227975,NovaSource Renal (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=NovaSource Renal; n_rows=4417
EN_TF_226019,MIMIC-IV 3.1,mimiciv_icu,inputevents,226019,Nutren 2.0 (1/2),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren 2.0; n_rows=45
EN_TF_226016,MIMIC-IV 3.1,mimiciv_icu,inputevents,226016,Nutren 2.0 (1/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren 2.0; n_rows=29
EN_TF_226017,MIMIC-IV 3.1,mimiciv_icu,inputevents,226017,Nutren 2.0 (2/3),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren 2.0; n_rows=17
EN_TF_227518,MIMIC-IV 3.1,mimiciv_icu,inputevents,227518,Nutren 2.0 (3/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren 2.0; n_rows=83
EN_TF_225931,MIMIC-IV 3.1,mimiciv_icu,inputevents,225931,Nutren 2.0 (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren 2.0; n_rows=3976
EN_TF_226882,MIMIC-IV 3.1,mimiciv_icu,inputevents,226882,Nutren Pulmonary (1/2),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren Pulmonary; n_rows=43
EN_TF_226881,MIMIC-IV 3.1,mimiciv_icu,inputevents,226881,Nutren Pulmonary (3/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren Pulmonary; n_rows=13
EN_TF_226880,MIMIC-IV 3.1,mimiciv_icu,inputevents,226880,Nutren Pulmonary (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren Pulmonary; n_rows=6004
EN_TF_226031,MIMIC-IV 3.1,mimiciv_icu,inputevents,226031,Nutren Renal (1/2),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren Renal; n_rows=121
EN_TF_226028,MIMIC-IV 3.1,mimiciv_icu,inputevents,226028,Nutren Renal (1/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren Renal; n_rows=3
EN_TF_226030,MIMIC-IV 3.1,mimiciv_icu,inputevents,226030,Nutren Renal (3/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren Renal; n_rows=64
EN_TF_221036,MIMIC-IV 3.1,mimiciv_icu,inputevents,221036,Nutren Renal (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Nutren Renal; n_rows=1850
EN_TF_229297,MIMIC-IV 3.1,mimiciv_icu,inputevents,229297,Osmolite 1.5 (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Osmolite 1.5; n_rows=15811
EN_TF_226039,MIMIC-IV 3.1,mimiciv_icu,inputevents,226039,Peptamen 1.5 (1/2),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Peptamen 1.5; n_rows=36
EN_TF_226036,MIMIC-IV 3.1,mimiciv_icu,inputevents,226036,Peptamen 1.5 (1/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Peptamen 1.5; n_rows=17
EN_TF_226038,MIMIC-IV 3.1,mimiciv_icu,inputevents,226038,Peptamen 1.5 (3/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Peptamen 1.5; n_rows=62
EN_TF_225930,MIMIC-IV 3.1,mimiciv_icu,inputevents,225930,Peptamen 1.5 (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Peptamen 1.5; n_rows=2300
EN_TF_228383,MIMIC-IV 3.1,mimiciv_icu,inputevents,228383,Peptamen Bariatric (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Peptamen Bariatric; n_rows=2787
EN_TF_225929,MIMIC-IV 3.1,mimiciv_icu,inputevents,225929,ProBalance (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=ProBalance; n_rows=385
EN_TF_229009,MIMIC-IV 3.1,mimiciv_icu,inputevents,229009,Promote (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Promote; n_rows=17351
EN_TF_229014,MIMIC-IV 3.1,mimiciv_icu,inputevents,229014,Promote with Fiber (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Promote with Fiber; n_rows=13976
EN_TF_228360,MIMIC-IV 3.1,mimiciv_icu,inputevents,228360,Pulmocare (1/2),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Pulmocare; n_rows=2
EN_TF_228361,MIMIC-IV 3.1,mimiciv_icu,inputevents,228361,Pulmocare (1/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Pulmocare; n_rows=1
EN_TF_228363,MIMIC-IV 3.1,mimiciv_icu,inputevents,228363,Pulmocare (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Pulmocare; n_rows=2483
EN_TF_226047,MIMIC-IV 3.1,mimiciv_icu,inputevents,226047,Replete (1/2),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Replete; n_rows=130
EN_TF_226044,MIMIC-IV 3.1,mimiciv_icu,inputevents,226044,Replete (1/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Replete; n_rows=14
EN_TF_226045,MIMIC-IV 3.1,mimiciv_icu,inputevents,226045,Replete (2/3),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Replete; n_rows=38
EN_TF_226046,MIMIC-IV 3.1,mimiciv_icu,inputevents,226046,Replete (3/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Replete; n_rows=150
EN_TF_225935,MIMIC-IV 3.1,mimiciv_icu,inputevents,225935,Replete (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Replete; n_rows=3157
EN_TF_226051,MIMIC-IV 3.1,mimiciv_icu,inputevents,226051,Replete with Fiber (1/2),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Replete with Fiber; n_rows=205
EN_TF_226048,MIMIC-IV 3.1,mimiciv_icu,inputevents,226048,Replete with Fiber (1/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Replete with Fiber; n_rows=59
EN_TF_226049,MIMIC-IV 3.1,mimiciv_icu,inputevents,226049,Replete with Fiber (2/3),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Replete with Fiber; n_rows=26
EN_TF_226050,MIMIC-IV 3.1,mimiciv_icu,inputevents,226050,Replete with Fiber (3/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Replete with Fiber; n_rows=172
EN_TF_225936,MIMIC-IV 3.1,mimiciv_icu,inputevents,225936,Replete with Fiber (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Replete with Fiber; n_rows=20635
EN_TF_228364,MIMIC-IV 3.1,mimiciv_icu,inputevents,228364,Two Cal HN (1/2),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Two Cal HN; n_rows=14
EN_TF_228367,MIMIC-IV 3.1,mimiciv_icu,inputevents,228367,Two Cal HN (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Two Cal HN; n_rows=5445
EN_TF_229012,MIMIC-IV 3.1,mimiciv_icu,inputevents,229012,Vital 1.5 (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Vital 1.5; n_rows=4801
EN_TF_229296,MIMIC-IV 3.1,mimiciv_icu,inputevents,229296,Vital High Protein (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Vital High Protein; n_rows=20019
EN_TF_226059,MIMIC-IV 3.1,mimiciv_icu,inputevents,226059,Vivonex (1/2),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Vivonex; n_rows=26
EN_TF_226058,MIMIC-IV 3.1,mimiciv_icu,inputevents,226058,Vivonex (3/4),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Vivonex; n_rows=8
EN_TF_225934,MIMIC-IV 3.1,mimiciv_icu,inputevents,225934,Vivonex (Full),qualifying_en,exposure,include,Commercial tube-feeding formula with MIMIC-IV 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B01; bucket=include_tube_formula; family=Vivonex; n_rows=2332
EN_PN_225948,MIMIC-IV 3.1,mimiciv_icu,inputevents,225948,Amino Acids,qualifying_en,exposure,exclude,"Parenteral nutrition or PN additive, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B05; bucket=exclude_parenteral; family=Amino Acids; n_rows=4498
EN_PN_225947,MIMIC-IV 3.1,mimiciv_icu,inputevents,225947,Dextrose PN,qualifying_en,exposure,exclude,"Parenteral nutrition or PN additive, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B05; bucket=exclude_parenteral; family=Dextrose PN; n_rows=4044
EN_PN_225969,MIMIC-IV 3.1,mimiciv_icu,inputevents,225969,Lipids (additive),qualifying_en,exposure,exclude,"Parenteral nutrition or PN additive, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B05; bucket=exclude_parenteral; family=Lipids (additive); n_rows=2345
EN_PN_227090,MIMIC-IV 3.1,mimiciv_icu,inputevents,227090,Lipids 10%,qualifying_en,exposure,exclude,"Parenteral nutrition or PN additive, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B05; bucket=exclude_parenteral; family=Lipids 10%; n_rows=1
EN_PN_225801,MIMIC-IV 3.1,mimiciv_icu,inputevents,225801,Lipids 20%,qualifying_en,exposure,exclude,"Parenteral nutrition or PN additive, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B05; bucket=exclude_parenteral; family=Lipids 20%; n_rows=173
EN_PN_225920,MIMIC-IV 3.1,mimiciv_icu,inputevents,225920,Peripheral Parenteral Nutrition,qualifying_en,exposure,exclude,"Parenteral nutrition or PN additive, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B05; bucket=exclude_parenteral; family=Peripheral Parenteral Nutrition; n_rows=398
EN_PN_222190,MIMIC-IV 3.1,mimiciv_icu,inputevents,222190,Ranitidine,qualifying_en,exposure,exclude,"Parenteral nutrition or PN additive, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B05; bucket=exclude_parenteral; family=Ranitidine; n_rows=45
EN_PN_225916,MIMIC-IV 3.1,mimiciv_icu,inputevents,225916,TPN w/ Lipids,qualifying_en,exposure,exclude,"Parenteral nutrition or PN additive, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B05; bucket=exclude_parenteral; family=TPN w/ Lipids; n_rows=7855
EN_PN_225917,MIMIC-IV 3.1,mimiciv_icu,inputevents,225917,TPN without Lipids,qualifying_en,exposure,exclude,"Parenteral nutrition or PN additive, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B05; bucket=exclude_parenteral; family=TPN without Lipids; n_rows=5323
EN_AD_225918,MIMIC-IV 3.1,mimiciv_icu,inputevents,225918,Aminosyn 3.5%,qualifying_en,exposure,exclude,"Vitamin, electrolyte, or amino-acid additive, not EN initiation. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B06; bucket=exclude_additive; family=Aminosyn 3.5%; n_rows=0
